Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:36:09 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777166309999999,333032518777166309999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:36:09 AM,491,millivolts,mV,Instantaneous,33305,65515,2518777166309999999,333052518777166309999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:35:06 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777166939999999,333032518777166939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:35:06 AM,418,millivolts,mV,Instantaneous,33305,65515,2518777166939999999,333052518777166939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:34:02 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777167579999999,333032518777167579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:34:02 AM,512,millivolts,mV,Instantaneous,33305,65515,2518777167579999999,333052518777167579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:32:59 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777168209999999,333032518777168209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:32:59 AM,478,millivolts,mV,Instantaneous,33305,65515,2518777168209999999,333052518777168209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:31:56 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777168839999999,333032518777168839999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:31:56 AM,488,millivolts,mV,Instantaneous,33305,65515,2518777168839999999,333052518777168839999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:30:53 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777169469999999,333032518777169469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:30:53 AM,545,millivolts,mV,Instantaneous,33305,65515,2518777169469999999,333052518777169469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:29:51 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777170089999999,333032518777170089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:29:51 AM,464,millivolts,mV,Instantaneous,33305,65515,2518777170089999999,333052518777170089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:28:49 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777170709999999,333032518777170709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:28:49 AM,432,millivolts,mV,Instantaneous,33305,65515,2518777170709999999,333052518777170709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:27:46 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777171339999999,333032518777171339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:27:46 AM,476,millivolts,mV,Instantaneous,33305,65515,2518777171339999999,333052518777171339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:26:44 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777171959999999,333032518777171959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:26:44 AM,406,millivolts,mV,Instantaneous,33305,65515,2518777171959999999,333052518777171959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:25:42 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777172579999999,333032518777172579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:25:42 AM,490,millivolts,mV,Instantaneous,33305,65515,2518777172579999999,333052518777172579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:24:40 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777173199999999,333032518777173199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:24:40 AM,494,millivolts,mV,Instantaneous,33305,65515,2518777173199999999,333052518777173199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:23:39 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777173809999999,333032518777173809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:23:39 AM,546,millivolts,mV,Instantaneous,33305,65515,2518777173809999999,333052518777173809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:22:36 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777174439999999,333032518777174439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:22:36 AM,389,millivolts,mV,Instantaneous,33305,65515,2518777174439999999,333052518777174439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:21:35 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777175049999999,333032518777175049999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:21:35 AM,517,millivolts,mV,Instantaneous,33305,65515,2518777175049999999,333052518777175049999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:20:34 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777175659999999,333032518777175659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:20:34 AM,438,millivolts,mV,Instantaneous,33305,65515,2518777175659999999,333052518777175659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:19:33 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777176269999999,333032518777176269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:19:33 AM,444,millivolts,mV,Instantaneous,33305,65515,2518777176269999999,333052518777176269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:18:31 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777176889999999,333032518777176889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:18:31 AM,411,millivolts,mV,Instantaneous,33305,65515,2518777176889999999,333052518777176889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:17:28 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777177519999999,333032518777177519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:17:28 AM,455,millivolts,mV,Instantaneous,33305,65515,2518777177519999999,333052518777177519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:16:25 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777178149999999,333032518777178149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:16:25 AM,427,millivolts,mV,Instantaneous,33305,65515,2518777178149999999,333052518777178149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:15:23 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777178769999999,333032518777178769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:15:23 AM,400,millivolts,mV,Instantaneous,33305,65515,2518777178769999999,333052518777178769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:14:20 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777179399999999,333032518777179399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:14:20 AM,444,millivolts,mV,Instantaneous,33305,65515,2518777179399999999,333052518777179399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:13:18 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777180019999999,333032518777180019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:13:18 AM,538,millivolts,mV,Instantaneous,33305,65515,2518777180019999999,333052518777180019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:12:15 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777180649999999,333032518777180649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:12:15 AM,505,millivolts,mV,Instantaneous,33305,65515,2518777180649999999,333052518777180649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:11:13 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777181269999999,333032518777181269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:11:13 AM,474,millivolts,mV,Instantaneous,33305,65515,2518777181269999999,333052518777181269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:10:11 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777181889999999,333032518777181889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:10:11 AM,481,millivolts,mV,Instantaneous,33305,65515,2518777181889999999,333052518777181889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:09:08 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777182519999999,333032518777182519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:09:08 AM,414,millivolts,mV,Instantaneous,33305,65515,2518777182519999999,333052518777182519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:08:07 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777183129999999,333032518777183129999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:08:07 AM,388,millivolts,mV,Instantaneous,33305,65515,2518777183129999999,333052518777183129999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:07:06 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777183739999999,333032518777183739999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:07:06 AM,469,millivolts,mV,Instantaneous,33305,65515,2518777183739999999,333052518777183739999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:06:04 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777184359999999,333032518777184359999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:06:04 AM,473,millivolts,mV,Instantaneous,33305,65515,2518777184359999999,333052518777184359999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:05:02 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777184979999999,333032518777184979999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:05:02 AM,481,millivolts,mV,Instantaneous,33305,65515,2518777184979999999,333052518777184979999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:03:59 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777185609999999,333032518777185609999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:03:59 AM,413,millivolts,mV,Instantaneous,33305,65515,2518777185609999999,333052518777185609999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:02:58 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777186219999999,333032518777186219999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:02:58 AM,388,millivolts,mV,Instantaneous,33305,65515,2518777186219999999,333052518777186219999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:01:57 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777186829999999,333032518777186829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:01:57 AM,510,millivolts,mV,Instantaneous,33305,65515,2518777186829999999,333052518777186829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:00:54 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777187459999999,333032518777187459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:00:54 AM,432,millivolts,mV,Instantaneous,33305,65515,2518777187459999999,333052518777187459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:59:51 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777188089999999,333032518777188089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 09:59:51 AM,444,millivolts,mV,Instantaneous,33305,65515,2518777188089999999,333052518777188089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:58:50 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777188699999999,333032518777188699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 09:58:50 AM,539,millivolts,mV,Instantaneous,33305,65515,2518777188699999999,333052518777188699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:57:47 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777189329999999,333032518777189329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 09:57:47 AM,546,millivolts,mV,Instantaneous,33305,65515,2518777189329999999,333052518777189329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:56:44 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777189959999999,333032518777189959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 09:56:44 AM,516,millivolts,mV,Instantaneous,33305,65515,2518777189959999999,333052518777189959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:55:42 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777190579999999,333032518777190579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 09:55:42 AM,481,millivolts,mV,Instantaneous,33305,65515,2518777190579999999,333052518777190579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 09:54:40 AM,990,millivolts,mV,Instantaneous,33303,65513,2518777191199999999,333032518777191199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
